,Projekt ID,Projekttitel,url_new,Projektstatus,year_start,year_end,SAP Interne Organisationen,corpus_EN,Projektmitarbeit,Projektleitung
2318,43131,FAST,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=3873,Abgeschlossen,2014,2016,Algorithmic Business F&E,"NEARLY Shoe tracks are the evidence which are conserved the most by police forces on crime scenes Shoe tracks are the evidences which are conserved the most by police forces on crime scenes. However it is very difficult to assign found shoe tracks automatically to reference tracks that are stored in a data base. We aim to build a new, smart, interactive system that helps to quickly assign unknown shoe tracks to reference tracks. This assignment process consists of two steps. In the first step, features from a shoe track indexing system are assigned to known reference tracks. In the second step, a user enters features into the system which are visible on the unknown track. The system is supporting the user by determining which features have the biggest expected information gain as well as returning the reference tracks ordered by their similarity to the stated search criteria."," Pfäffli Daniel,  Hofstetter Jörg,  Pouly Marc,  Schär Nando,  Buchter Patrick,  Christen Roland,  Arnold Ruedi,  Mazumder Sita,  Schnürle Stefan,  vor der Brück Tim", Koller Thomas
2319,16237,Flexible neue Arbeitswelt ,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=497,Abgeschlossen,2014,2015,CC Management and Law,"Flexible neue Arbeitswelt Classic office work is increasingly being supplemented by other forms such as home office or mobile office. As a core phenomenon of the future world of work, mobile, flexible working is a complicated and complex challenge for society. Constantly developing communication and information technologies, greatly improved transport carrier systems, an increasingly flexible work organization and the social development of the multi-option society enable more and more forms of work such as home office or mobile office. As a result, flexibility and self-determination are becoming increasingly important for employees when it comes to the organization of work on the part of the company. Companies increase their attractiveness as employers if they take a step towards accommodating employees in terms of working hours and work location. And through the intensive use of modern information and communication technologies, an increase in efficiency can be achieved. However, making work more flexible in terms of location and time also harbors risks for working society and the social order surrounding it. The constant availability of mobile work can have negative consequences for private and family life. A strict separation between work and other areas of life is therefore important, but performance-related pay, outsourcing, home office and mobile working contribute to the dilution of these boundaries. The ""flexible new world of work"" project examines topics such as the importance of paid and unpaid work and the characteristics of new forms of work, including their legal provisions and economic effects. The overarching goal of the project is the detailed analysis of the risk and opportunity potential of current developments in the world of work."," Planzer Alexandra,  Hübscher Bettina,  Oehri Isabelle,  Kehl Sarah,  Baumann Sheron,  Sury Ursula,  Klotz Ute", Meissner Jens O.
2320,54445,Die Steuerung der Integrationsförderung im Kanton Zürich,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=4053,Abgeschlossen,2018,2019,"Institut Sozialmanagement, Sozialpolitik und Prävention Forschung","The management of integration promotion in the canton of Zurich Switzerland is an immigration country. On behalf of the canton, the Lucerne University of Applied Sciences and Arts analyzes the current control of integration promotion, develops criteria for good organization, drafts a control model and develops implementation recommendations. Security, prosperity and an attractive labor market make Switzerland an attractive destination for migrants. The majority of immigration concerns so-called labor migration: foreigners move to Switzerland within the framework of the free movement of persons or third-country quotas in order to pursue gainful employment here. A smaller area includes the so-called refugee migration: people in need seek protection in Switzerland and apply for asylum. At the end of 2016, 3.1% of the foreign population was in the asylum process. In particular, the free movement of people with the European Union has caused immigration to Switzerland to increase sharply in the last 15 years. By promoting or demanding integration, civil society and politics have reacted to social problems that arise from the lack of or insufficient integration of the immigrant population. The management of integration policy and the implementation of coherent integration promotion is a complex and demanding task because different policy areas and a large number of public and private actors are involved. We therefore understand the promotion of integration as a vertical joint task (coordination of the Confederation, cantons and municipalities), horizontal cross-sectional task (coordination of policy areas), public management task and political control task. The research project comprises four project phases Situation analysis: We interview the actors involved in promoting integration and analyze the strengths and weaknesses of current management. Development of criteria: We compare the integration promotion of the Canton of Zurich with other cantons and develop criteria for a well-organized integration promotion. Modeling: We design a control model and discuss it in workshops with those involved in integration promotion and in a peer review with experts from Germany and abroad. Implementation recommendations: We make recommendations for implementation and outline a possible implementation plan."," Canonica Alan,  Da Rui Gena,  Akkaya Gülcan,  Willisegger Jonas,  Koschmieder Nikola,  Rüdisühli Kunzmann Tanja,  Schmid Walter", Knecht Donat
2321,81323,Wohnen 4.0 ,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=5863,Abgeschlossen,2020,2021,CC Typologie und Planung in Architektur,"Living 4.0 The need for high-quality living space, which is not only affordable, but also generates social added value in everyday life, has seldom been so high. Today's dominant forms of housing are reaching their limits in this area of tension. They continue to count on familiar lifestyles and start from the equation according to which the quality of living is proportional to the individual living space. As a result, they stand in contradiction to the growing need for social added value, ecological sustainability and sufficiency. Against this background, a property developer association set up specifically for this purpose would like to experiment with usage programs and hybrid housing typologies in order to come up with viable solutions for the creation of affordable housing. The Competence Center for Typology & Planning in Architecture (CCTP) at the Lucerne University of Applied Sciences and Arts was commissioned to work together with the property developers and the architects in charge during the concept phase. The main focus is on the joint development of a ""specification sheet"" and a narrative scenario, which forms the ideal basis for the further planning process.", Malevez Jara, Zemp Richard
2322,4705,DIPro (Desgin-getriebene Innovationsprojekte mit KMU),https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=2171,Abgeschlossen,2009,2012,CC Design & Management,DIPro (design-driven innovation projects with SMEs) The project aims to develop design strategies and design-driven innovation projects for companies that are not familiar with design. You will be accompanied from the design briefing through the selection of a suitable designer to the implementation of the necessary processes in the company.," Steffen Dagmar Johanna,  Hugentobler Hans Kaspar,  Gellersen Nina,  Santschi Simon", Acklin Claudia
2323,48522,Konzept Sozialberatung Stadt Liestal,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=4078,Abgeschlossen,2017,2018,Institut Sozialarbeit und Recht Dienstleitung,"Social counseling concept for the city of Liestal Accompaniment of the conceptual work of the social counseling department of the city of Liestal (BL) on a concept for social counseling that includes social assistance, child and adult protection. See above."," Habersaat Cathrin,  Koch Selma", Schnyder Ruth
2324,41583,Kith & Kin,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=4016,Abgeschlossen,2015,2016,iHomeLab,"Kith & Kin Simple communication device (for the elderly). Simple communication device (for older people) with options for electronically exchanging messages, appointments, pictures, films, etc. within defined groups of people (family, several generations, care teams). An NFC-capable tablet is used as the basis, which is expanded with a functional frame on which actions can be triggered with NFC tags."," Paice Andrew,  Kistler Cristina,  Graf Florian,  Kaufmann Lukas,  Wüthrich Martin,  Keel Pascal,  Winterberger Stefan", Biallas Martin
2325,55052,Peer to Peer Power Market von Schrebergärten,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=5582,Abgeschlossen,2018,2019,CC Corporate Finance,"Peer to peer power market of allotments Self-sufficient power supply in combination with solar power, battery & heat storage Simulation of self-sufficient peer-to-peer power supply with the help of dynamic models using the example of allotments tested as possible new business models in comparison to total energy costs including the grid"," Rissi Roger,  Krabichler Thomas", Ettlin Adrian
2326,60998,Bank- und Technologiestudie 2020,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=5543,Abgeschlossen,2019,2021,CC Financial Services,"Banking and Technology Study 2020 Are the banks fit for the digital future? And the customers? Are the banks fit for the digital future? Which technologies and which digital services do the bank managers consider to be future-proof. And do these assessments match the needs of the customers? These were the key questions in the study. First, the banks were asked how they assess the benefits of various digital offerings and technologies today and in the future. 53 banks took part in this survey. A survey was conducted among 1,000 Swiss bank customers in order to cover customer preferences and needs. Similar to the structure on the supply side, they had to state their attitude and usage behavior towards various digital offers and technologies. Finally, the supply and demand sides are brought together to show whether there are differences between the needs of retail customers and the offers and strategic prioritization of the banks. The term technology was broadly defined and understood in our study."," Nikolussi Fabian,  Compagnoni Lukas,  Grau Marc,  Hafner Nils,  Rey Reto", Dietrich Andreas
2327,75913,"VA-People, Experiences, Practices, Routines (VA-PEPR) ",https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=5521,Laufend (Aktiv),2020,2023,CC Design & Management,"VA-People, Experiences, Practices, Routines (VA-PEPR) How do we live in the (omni-) presence of voice assistants? How do they become part of our daily lives and how do we engage, experience, and interact with them? The VA PEPR projects looks into how voice assistants change our practices and routines in the home. Siri, Alexa & Co. have conquered living rooms, bedrooms and offices via so-called intelligent loudspeakers like Amazon Echo or Google Home. More and more people use the voice-controlled devices to play music, make searches or control smart home devices. Yet few are aware of the impact the Internet of Things, which includes language assistants, has had on their lives. At the same time, many people are generally concerned that their privacy is threatened by increasing surveillance possibilities. The VA PEPR project (Voice assistants, people, experiences, practices and routines) aims to raise awareness of the social, societal and ethical implications of language assistants and to propose innovative design solutions. The project aims to provide new insights into how people deal with the challenges posed by the increasing invasion of privacy by language assistants. To this end, VA PEPR investigates how these affect everyday patterns of action and routines as well as the interaction and social relationships between the members of a household. By focusing on the home environment, user experience and ethical issues, the project aims to contribute to a deeper understanding of this new technology. The scientific results are translated into guidelines and recommendations for the development, design and use of language assistants. The results should also provide information on questions of legal regulation. The few surveys on the use of language assistants in Switzerland have been carried out by consultants or technology companies and primarily look at the topic from a business perspective. Knowledge about the use of language assistants in the home environment is largely lacking. The interdisciplinary four-year project is funded by the SNF Sinergia Program. Co-ordinated by Dr. Sabine Junginger (HSLU Design & Kunst) and co-led by Dr. Ulrich Reimer (OST), Dr. Jens Meissner (HSLU Wirtschaft) and Dr. Jon Rogers (University of Northumbria), the project team includes researchers with expertise in human-centred design, human-computer interaction, home automation, digital services, ambient assisted living, computer science, behavioural economics, socio-informatics, Open IoT, and health. Its aim are to generate novel insights into the emerging issues associated with VA use in Switzerland and beyond. It will advance the state of the art through its focus on the domestic set-up, user experience, and ethical issues. The scientific findings will be translated into guidance for users, developers, designers and service providers in business and industry. In collaboration with the Mozilla Foundation, the research team will continuously share and discuss its findings with an international community of experts. For more information, please visit our project website: https://sites.hslu.ch/va-pepr/en/"," Caduff Ana Nicolasa,  Todisco Aurelio,  Aytac Topoglu Aysun,  Minder Schade Bettina,  Meissner Jens O.,  Doerk Michael,  Murri Michelle,  Wolf Patricia,  Klotz Ute,  Luong Vivien"," Junginger Sabine,  Meissner Jens O."
2328,50306,Schneetourenbus,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=3880,Abgeschlossen,2017,2019,CC Mobilität,"snow touring bus There are many tourers who would like to travel in an environmentally friendly way. But a number of interesting starting points cannot be reached by public transport. The snow touring bus provides a remedy with a new offer. Ski and snowshoe tours are very popular among the Swiss. There are many tourers who would like to travel in an environmentally friendly way. But a number of interesting starting points cannot be reached by public transport. The snow touring bus has come to the rescue with a new offer: no later than two days before the tour, the operator decides whether the trip in question will go ahead based on the weather and snow conditions and publishes this on the snow touring bus internet portal. This gives winter sports enthusiasts an attractive range of buses when the conditions are right and a certain level of demand is to be expected. The offer is located between the AlpenTaxi and the Bus alpin. The fare per person is lower than for a taxi ride. The execution of the trips is binding - if these are published two days in advance. The snow touring bus thus also opens up areas that currently have no public transport. It also services traverse start and end points where the start and end of the tour are not at the same location. The project creates the conditions for the implementation of the new operating concept. The operating concept will be tested on four routes in the 2018/2019 winter season. The tasks of the Lucerne University of Applied Sciences and Arts include ensuring the quality of the offerings and designing and implementing the evaluation in the pilot operation."," Gschwendtner Bastian,  Weibel Christian,  Walter David,  Ottiger Kathrin", Sonderegger Roger
2329,79267,Software für optimierte Stromproduktion von Wasserkraftwerken,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=5585,Abgeschlossen,2020,2021,CC Corporate Finance,Software for optimized electricity production from hydroelectric power plants Programming and implementation of a complete software cockpit for optimized electricity production and sales Software based HPFC and water volume predictions based on real time input data with corresponding algorithmic optimization of power production of spot versus reserve products,, Ettlin Adrian
2330,2994,Solare Luftsysteme für Industriehallen,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=194,Abgeschlossen,2013,2014,ZIG Zentrum für Integrale Gebäudetechnik,"Solar air systems for industrial halls Solar air systems are supply systems for partially covering the heating and ventilation requirements of a building, with air as the working medium. Solar air systems are very well suited for the ventilation of halls and can be used both in the context of new construction and renovation measures. In the project, air collectors are being built and monitored in a hall on the campus of the Lucerne University of Applied Sciences and Arts in order to gain know-how in terms of façade integration, operational management, energy efficiency and cost-effectiveness."," De Neef Albert Tjeerd,  Jurt Dominic,  Brzezinski Florian,  Imboden Hanspeter,  Huber Heinrich,  von Holzen Marcel,  Odermatt Peter", Sicre Benoit
2331,82990,microencapsulated SAT,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=6031,Abgeschlossen,2021,2021,CC Thermische Energiespeicher,"microencapsulated SAT In this project we explore the feasibility of stable supercooling and controlled nucleation of (micro)encapsulated sodium acetate trihydrate (SAT) Some phase change materials (PCM) can remain liquid at temperatures well below their melting point due to slow crystallization kinetics. In most PCM applications this is an unwanted effect that is moderated by the addition of nucleating agents or other types of nucleation-inducing techniques. However, there are also some cases where supercooling can be a desired property. If a stable supercooling and controlled activation/nucleation can be achieved, the PCM can act as a heat source that can be activated on demand (e.g. hand warmers). If the PCM can be additionally micro-encapsulated, in can be also incorporated in liquid mixtures or used in the form of a powder, opening the possibilities for a wide range of new applications. In this project we explore the feasibility of stable supercooling and controlled nucleation of micro-encapsulated sodium acetate trihydrate (SAT) for the first time in literature."," Fenk Benjamin,  Müller Lukas,  Fellmann Oliver", Stamatiou Anastasia
2332,40303,Die Rolle der Musikkritik im Klassik-Musikmarkt,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=3476,Abgeschlossen,2016,2019,CC IMPS aF&E,"The role of music criticism in the classical music market This project examines the function of music criticism in the classical music market and its effect on purchasing and consumer behavior. Reviews of music recordings and performances are published daily both in the daily press and on the Internet. A central function of such meetings is to offer the consumer a kind of orientation aid. In a project already implemented by the authors, it could be shown that in a booming market, music criticism increasingly acts as an assessment body and filter by focusing on a limited selection of performers and products. It has not yet been clarified whether this development is actually intended and what effect music criticism has on consumer and purchasing behavior on the one hand and on the development of a canon of musical performances on the other. The present project contributes to the clarification of these questions. It examines the function of criticism in the classical music market from the perspective of critics and consumers and identifies the characteristics of music criticism that most influence consumption and purchasing behavior. The study uses interviews and experiments, as well as questionnaires and qualitative text analysis. The project will provide an in-depth understanding of music criticism-induced and psychologically motivated consumer behaviors. This understanding forms the basis for a more targeted and effective approach to music criticism, especially with regard to the disorientation caused by the music market, which can hardly be overseen today."," Baldassarre Antonio,  Rose Dawn Carole,  Rose Dawn,  Szamatulski Katrin,  Kirschstein Natalie,  Senn Olivier,  Carreras Sandoval Victoria Jane"," Alessandri Elena,  Baldassarre Antonio"
2333,5538,Gemeinschaft - Theorie und Empirie eines Lebensbereichs,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=395,Abgeschlossen,2012,2014,Professionsentwicklung Forschung,"Community - theory and empiricism of an area of life Community includes not only private households, families and partnerships, but also all other family and, moreover, friendly and neighborly life. Here the participants maintain networks in personal relationships. In many fields of work, social work relates to families and other forms of life. Above all, social work and social pedagogy, but also socio-cultural animation come into contact with different ways of life. Everyone is talking about the ""pluralization of life forms"" and is well captured by the demographic concept of the ""second demographic transition"". In the theoretical range of interpretations, three concepts in particular have stood out. They are associated with the terms ""personal relationships"", ""private forms of life"" and ""ego-centric networks"". However, these conceptions seem in need of clarification. The modal structuring theory offers a good basis for such a clarification and an alternative theoretical conception based on it. She takes up the traditional notion of community and conceives it as one area of life among others, which is based on six institutions of comprehensive systems of implicit and explicit rules in the sociological sense. Based on the six institutions of the community, namely primarily partnership, parenthood, household community and secondarily friendship, kinship, neighborhood, ""communal forms of life"" can be determined. As a result, it is of interest for social work how these communal forms of life can be described and explained in more detail. The research project not only provides the theoretical basis for this, but also empirically researches the life situations of communal life forms by means of secondary analysis of selected data sets, i.e. network analyses.", Villiger Simone, Husi Gregor
2334,28072,Konvergierende oder divergierende Erwartungen an die Soziale Arbeit in der Schule,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=3565,Abgeschlossen,2014,2017,Institut für Sozialpädagogik und Bildung Forschung,"Converging or diverging expectations of social work in schools To what extent do the expectations between the specialists in the school and the social work in the school match. Are there deviations? In German-speaking Switzerland, social work in schools is widespread and has a lasting profile. There are cantonal efforts to implement social work in schools across the board, and various research projects and publications enable a differentiated, practically relevant location for the school-specific field of action of social work. However, it is still unclear to what extent the expectations between the specialists in the school and the social work in the school agree or differ. The research project, in cooperation with the Lucerne University of Education, is investigating this research gap in order to facilitate and strengthen the demanding cooperation between school social workers and school specialists. The project examines the following questions: What do teachers, head teachers and school social workers have in common and differences in terms of the expectations of the services to be provided by social work in schools? What do teachers, head teachers and school social workers have in common and differences in terms of the expected impact of social work in schools? Any differences vary depending on the framework conditions (including models) of social work in school. The study includes both urban agglomerations and rural regions as well as several cantons in order to obtain a maximum variation of the SAS models. On the one hand, the selected cantons (BE, LU, BS, TG, GL, SO) cover the three largest urban agglomerations in German-speaking Switzerland and still allow rural regions to move in. In addition, all affiliation models exist in these cantons. For each selected school, the head teacher, the school social worker and 15 class teachers are interviewed. This results in a multilevel analysis design with two levels: school (headmasters and school social workers: N = 80 each) and teachers (N = 1200). The three groups of people are interviewed with the same instrument, which allows a comparison of the respective expectations and perspectives."," Seiterle Nicolette,  Keller Sarah,  Ziegele Uri", Gschwind Kurt
2335,56681,Teilhabe durch kreative soziale Praktiken,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=4129,Abgeschlossen,2018,2019,"CC Kunst, Design & Öffentlichkeit","Participation through creative social practices Socio-cultural animation and participatory art ensure social inclusion and livable neighborhoods. The project participation through creative social practices initiates a dialogue and the productive processing of the interfaces. Social inclusion and participation are fundamental for a functioning coexistence, especially in view of the increasing heterogeneity and the transcultural composition of current societies. Both initiatives from the field of socio-cultural animation and participatory art projects operate in this field and have moved towards each other in recent years in terms of the strategies used: be it with regard to the integration of specific population groups or the creative approaches with which they are to be addressed . Despite this rapprochement, few cooperative projects have developed between the two areas to date. This is not only due to the different framework conditions within art (self-commission) and socio-cultural animation (public commission). There are still differences in the self-image, in the procedure or in the formulation of goals. The preliminary project brings together representatives of different disciplines as well as international experts. The aim is not only to work out and name similarities and differences, but also to develop perspectives for joint projects on the basis of these clarifications."," Odermatt Isabelle,  Peyer Siri", Mader Rachel
2336,91769,Markenpersönlichkeit für KMUs,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=6150,Laufend (Aktiv),2022,2022,CC Communication Management,"Brand personality for SMEs Language patterns for social media posts from small and medium-sized businesses using natural language processing Social media enable companies to communicate easily and quickly with a wide audience. This is particularly attractive for smaller companies due to very limited marketing resources. Smaller companies are often owner-managed. The company owner is the figurehead and thus the brand of the company. The personality of the owner and the brand merge. Arguably the best-known brand personality theory comes from Jennifer Aaker (1997). The theory was developed for larger companies where the company owner is not necessarily the brand of the company. The brand personality according to Aaker was initially examined with surveys and later in English-speaking countries with a lexical dictionary Natural Language Processing (NLP) approach. Despite the obvious conceptual link between brand personality and SMEs, as well as their economic importance, brand personality of owner-managed SMEs has not been studied to date. A recently developed language pattern for brand personality of micro-enterprises (Griesser & Lu, 2022) is to be statistically and technically refined with other language data sources such as YouTube, Twitter, Telegram and Swiss online media platforms.", Lu Guang, Griesser Simone
2337,60526,"Potenzialabschätzung und Strategieentwicklung für den kantonalen IV-Betrieb ""Hardundgut""",https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=4217,Abgeschlossen,2019,2019,"Institut Sozialmanagement, Sozialpolitik und Prävention Forschung","Potential assessment and strategy development for the cantonal IV operation ""Hardundgut"" The social enterprise ""Hardundgut"" has to assert itself in a dynamic environment. The subject of the project is the client and sales market-related potential of the company and its future strategy options. Social enterprises like Hardundgut have a double mission and are therefore subject to a double logic. As a work integration offer, Hardundgut accompanies and supports people with mental disabilities in a protected environment. As a service and production company, the company acquires and sells services and products on various sales markets. The Lucerne University of Applied Sciences accompanies and supports the operation with: - an assessment of the current situation - an assessment of the potential on the ""client market"" and on the ""sales market"" - the development of strategy options The Lucerne University of Applied Sciences and Arts relies on existing documents and data from the operatio interviews inside and outside the company, an assessment of general development trends and technical developments, a potential check in the company and at workshops with those responsible for the company.", Schaufelberger Daniel," Knecht Donat,  Schaufelberger Daniel"
2338,80972,Finanzierung von Sozialpädagogischer Familienbegleitung in der Schweiz: Wirkungen der Rückerstattungspflicht,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=5649,Abgeschlossen,2021,2022,Institut für Sozialpädagogik und Bildung Forschung,"Financing of socio-educational family support in Switzerland: Effects of the reimbursement obligation The study examines whether the obligation to reimburse social benefits is related to the use of socio-pedagogical family support. Socio-educational family support represents a form of outreach help for education, which supports families in challenging life situations over a limited period of time. In terms of its potential to prevent a further deterioration in an already stressed family situation, this is the most important outpatient basic service provided by child and youth welfare in Switzerland. Against the background of the empirically solid concept of loss aversion, it can be assumed that there could be a connection between the financial consequences for the families and the use of socio-pedagogical family support. According to the concept of loss aversion, the cost consequences of a decision are weighted twice as high as any gains in decision-making processes. This would mean that the impending financial losses would mean that parents would be more likely to decide against using paid social-educational family support instead of opting for it. Especially since any gains in development opportunities for their children remain relatively abstract for parents, while the financial loss can be quantified in concrete terms in the costs that can actually be expected. This has adverse consequences primarily for the children affected, but also for society. Since it can be assumed that financially weak families in particular will refrain from using socio-pedagogical family support due to the higher weighting of (deferred) financial losses in the form of debts to the municipality and that the scope for action for these families will be greater if there is no arrangement, the research project focuses on families entitled to social assistance and non-arranged socio-pedagogical family support.", Masoud Tehrani Anoushiravan, Metzger Marius
2339,72777,B2B Recommender System,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=4288,Abgeschlossen,2019,2020,Algorithmic Business F&E,B2B recommender system Specification of a recommender system for B2B platform Specification and evaluation of a recommender system for the Brack.ch B2B platform," Bürli Andrin,  Daly Donnacha,  Salzmann Joel,  Wullschleger Pascal,  Mazumder Sita,  Mérinat Tobias", Pouly Marc
2340,43287,Ganzheitliches Risikomanagement in Schweizer Spitälern,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=3561,Abgeschlossen,2016,2021,CC Risk and Compliance Management,"Holistic risk management in Swiss hospitals In this project, a validated process model for the introduction of holistic risk management in Swiss hospitals is to be developed. Hospitals are exposed to a variety of risks, which means they face the challenge of implementing efficient and effective risk management (RM). However, no scientifically based practical instructions exist to date. The aim of this project is to develop a hospital-specific concept that can be used to implement an integrated risk management system (ERM) and to specify and establish a holistic risk management process."," Roos Brigitte,  Grünenfelder Franca,  Fallegger Marcel,  Durrer Mirjam,  Balmer Patrick,  Henrizi Philipp,  Mühlebach Philipp,  Blättler Stephanie"," Hunziker Stefan,  Henrizi Philipp"
2341,4119,Sporteventförderung der öffentlichen Hand,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=588,Abgeschlossen,2010,2011,CC Tourismus,"Public funding of sporting events Sporting events are becoming increasingly important for location promotion, but only a few can be held without the support of the public sector. Sporting events are becoming increasingly important for the promotion of a location and have developed into an efficient communication tool that is used to achieve economic, regional, sporting and socio-political goals. Findings from scientific studies have shown that many sporting events often cannot be held without public support because they do not cover their costs. Various subsidiary sports event sponsors support sports events directly and indirectly and pursue heterogeneous goals with their funding. A comprehensive overview of Swiss sports event funding is not yet available. The study ""Analysis of public funding for sports events"" comprehensively presents the current situation of sports event funding and tries to close this gap. Based on verbal and written surveys of experts and representatives of all cantons and selected cities, fundamental insights into sports event funding could be gained. In this way, the research question of the project ""who (BASPO, cantons, municipalities) supports whom with how much, how (direct or indirect support) and why"" can be answered.", Hausmann Christin," Herzer Christine,  Stettler Jürg"
2342,3929,Methodenevaluation des Forschungsprojektes „UEFA EURO 2008 und Nachhaltigkeit“ und Erweiterung der Event-Scorecard zur Messung von Sportgrossevents,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=587,Abgeschlossen,2007,2010,CC Tourismus,"Method evaluation of the research project ""UEFA EURO 2008 and sustainability"" and expansion of the event scorecard for measuring major sporting events As part of this research project, the evaluation concept for the UEFA EURO 2008 was analyzed and an attempt was made to derive important findings and lessons learned for the evaluation of future mega sporting events. Sports events are one of the most important areas of the sports system with a correspondingly high level of interest. Against this background, the event scorecard developed by the research network was successfully established as an instrument for the differentiated measurement of the effects of sporting events. So far, the focus has primarily been on the economic effects of sporting events. Sporting events also have notable effects on the awareness and image of destinations, location promotion and other areas (e.g. regional development). This became clear with the example of the 2006 FIFA World Cup in Germany. Having tools that record both quantitative and qualitative impacts corresponds to a broad interest. Key questions 8 and 9 of the FOSPO's research concept ""Sport and Exercise 2008-2011"" and postulates 31 and 36 of the EU Commission's White Paper on Sport also point in this direction. The primary goal of this sub-project was to develop, review and communicate an extension of the already existing and proven event scorecard. In addition, using the example of the UEFA EURO 2008, the previous, standardized economic analyzes as part of the event scorecard could be expanded to include specific aspects such as a new input-output table and the public viewing that has been important since the 2006 World Cup. This research project was the second of three Sub-projects of the project ""Sports economic monitoring with special consideration of sports events and sports infrastructure projects"" of the research program ""Sport and exercise 2008-2011"" of the Federal Office for Sport. The other sub-projects were: Sub-project 1: Economic importance of sport in Switzerland - 2011 Sub-project 3: Sports centres. The tourism and regional economic importance - 2012"," Herzer Christine,  Caliesch David", Stettler Jürg
2343,5495,Projet urbain in Spreitenbach „Langäcker bewegt!“,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=885,Abgeschlossen,2012,2015,Institut für soziokulturelle Entwicklung Forschung,"Project urbain in Spreitenbach ""Langäcker moves!"" The project urbain ""Langäcker Moves"" in the municipality of Spreitbach aimed to support the socio-spatial development in the quarter. Both living together and structural measures were developed and implemented in sub-projects. Spreitbach is an agglomeration municipality in the Limmattal development corridor between Zurich and Baden with approx. 11,000 inhabitants. It is a center of regional importance and far-reaching charisma - especially due to the shopping centers. Around 4,000 people live in the Langäcker district, almost 40% of the population of Spreitenbach. The district is characterized by a high level of national diversity and a rather younger population. A special feature of the quarter is the high proportion of condominiums, which are often rented out by Swiss residents to foreign residents. The project urbain ""Langäcker Moves"" in the municipality of Spreitbach aimed to use the external stimulus from the planned Limmattalbahn as a trigger for socio-spatial development. In the socio-cultural analysis (first phase), the integration needs of the neighborhood population were determined and the corresponding development of offers was designed. In addition to key people, children, young people and adults from the neighborhood also took part. The focus was on two aspects: strengthening coexistence by creating a meeting place and strengthening neighborhood initiatives. The CaféBAR was opened as part of an initiative by residents of the district, which can be expanded into a meeting center in Spreitenbach in the medium term. In the area of housing and building stock as well as the living environment, area-specific strategies for the renewal and renovation of the building fabric were developed with the involvement of the owners. Based on the results of the participatory process, the first measures relate to the path connections, lighting and quality of stay. The potential for greater social integration is to be created by creating attractive lounge and meeting zones with different levels of publicity."," Jung Jasmin,  Störkle Mario,  El-Maawi Rahel", Gretler Heusser Simone
2344,77519,b-box: a stand-alone AI solution for breast imaging,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=5493,Abgeschlossen,2020,2020,CC Biowissenschaften und Medizintechnik,"b-box: a stand-alone AI solution for breast imaging Stand alone AI system for assessment of mammographic breast density, real-time evaluation of diagnostic quality and mechanism for personalized suggestion of supplemental diagnostics Stand alone AI system for assessment of mammographic breast density, real-time evaluation of diagnostic quality and mechanism for personalized suggestion of supplemental diagnostics"," Vieira Pereira Alexander,  Kästli Markus", Abächerli Roger
